year,animal_type,outcome,Total,Area,Sum
2004,Livestock,In Stock,0.0,NT,4.0
2004,Livestock,Transferred,0.0,NT,0.0
2004,Livestock,Euthanized,0.0,NT,2.0
2004,Livestock,Other,0.0,NT,0.0
2004,Livestock,Reclaimed,0.0,QLD,4.0
2004,Livestock,Rehomed,0.0,QLD,148.0
2004,Livestock,In Stock,0.0,QLD,51.0
2004,Livestock,Transferred,0.0,QLD,0.0
2004,Livestock,Euthanized,0.0,QLD,332.0
2004,Livestock,Other,0.0,QLD,237.0
2004,Livestock,Reclaimed,0.0,SA,6.0
2004,Livestock,Rehomed,0.0,SA,26.0
2004,Livestock,In Stock,0.0,SA,6.0
2004,Livestock,Transferred,0.0,SA,0.0
2004,Livestock,Euthanized,0.0,SA,77.0
2004,Livestock,Other,0.0,SA,0.0
2004,Livestock,Reclaimed,0.0,TAS,23.0
2004,Livestock,Rehomed,0.0,TAS,89.0
2004,Livestock,In Stock,0.0,TAS,5.0
2004,Livestock,Transferred,0.0,TAS,1.0
2004,Livestock,Euthanized,0.0,TAS,3.0
2004,Livestock,Other,0.0,TAS,11.0
2004,Livestock,Reclaimed,0.0,VIC,18.0
2004,Livestock,Rehomed,0.0,VIC,42.0
2004,Livestock,In Stock,0.0,VIC,17.0
2004,Livestock,Transferred,0.0,VIC,165.0
2004,Livestock,Euthanized,0.0,VIC,119.0
2004,Livestock,Other,0.0,VIC,1.0
2004,Livestock,Reclaimed,0.0,WA,0.0
2004,Livestock,Rehomed,0.0,WA,21.0
2004,Livestock,In Stock,0.0,WA,1.0
2004,Livestock,Transferred,0.0,WA,0.0
2004,Livestock,Euthanized,0.0,WA,2.0
2004,Livestock,Other,0.0,WA,0.0
2004,Wildlife,Released,1193.0,ACT,652.0
2004,Wildlife,In Stock,155.0,ACT,55.0
2004,Wildlife,Transferred,2172.0,ACT,9.0
2004,Wildlife,Euthanized,5025.0,ACT,720.0
2004,Wildlife,Other,1129.0,ACT,604.0
2004,Wildlife,Released,0.0,NSW,33.0
2004,Wildlife,In Stock,0.0,NSW,8.0
2004,Wildlife,Transferred,0.0,NSW,0.0
2004,Wildlife,Euthanized,0.0,NSW,174.0
2004,Wildlife,Other,0.0,NSW,41.0
2004,Wildlife,Released,0.0,NT,0.0
2004,Wildlife,In Stock,0.0,NT,0.0
2004,Wildlife,Transferred,0.0,NT,23.0
2004,Wildlife,Euthanized,0.0,NT,0.0
2004,Wildlife,Other,0.0,NT,0.0
2004,Wildlife,Released,0.0,QLD,233.0
2004,Wildlife,In Stock,0.0,QLD,29.0
2004,Wildlife,Transferred,0.0,QLD,389.0
2004,Wildlife,Euthanized,0.0,QLD,2089.0
2004,Wildlife,Other,0.0,QLD,349.0
2004,Wildlife,Released,0.0,SA,123.0
2004,Wildlife,In Stock,0.0,SA,0.0
2004,Wildlife,Transferred,0.0,SA,0.0
2004,Wildlife,Euthanized,0.0,SA,217.0
2004,Wildlife,Other,0.0,SA,0.0
2004,Wildlife,Released,0.0,TAS,20.0
2004,Wildlife,In Stock,0.0,TAS,0.0
2004,Wildlife,Transferred,0.0,TAS,149.0
2004,Wildlife,Euthanized,0.0,TAS,57.0
2004,Wildlife,Other,0.0,TAS,14.0
2004,Wildlife,Released,0.0,VIC,132.0
2004,Wildlife,In Stock,0.0,VIC,63.0
2004,Wildlife,Transferred,0.0,VIC,1602.0
2004,Wildlife,Euthanized,0.0,VIC,1766.0
2004,Wildlife,Other,0.0,VIC,121.0
2004,Wildlife,Released,0.0,WA,0.0
2004,Wildlife,In Stock,0.0,WA,0.0
2004,Wildlife,Transferred,0.0,WA,0.0
2004,Wildlife,Euthanized,0.0,WA,2.0
2004,Wildlife,Other,0.0,WA,0.0
2004,Other Animals,Reclaimed,134.0,ACT,15.0
2004,Other Animals,Rehomed,1010.0,ACT,138.0
2004,Other Animals,In Stock,320.0,ACT,12.0
2004,Other Animals,Transferred,22.0,ACT,2.0
2004,Other Animals,Euthanized,2896.0,ACT,219.0
2004,Other Animals,Other,216.0,ACT,13.0
2004,Other Animals,Reclaimed,0.0,NSW,12.0
2004,Other Animals,Rehomed,0.0,NSW,238.0
2004,Other Animals,In Stock,0.0,NSW,233.0
2004,Other Animals,Transferred,0.0,NSW,0.0
2004,Other Animals,Euthanized,0.0,NSW,1210.0
2004,Other Animals,Other,0.0,NSW,11.0
2004,Other Animals,Reclaimed,0.0,NT,0.0
2004,Other Animals,Rehomed,0.0,NT,11.0
2004,Other Animals,In Stock,0.0,NT,2.0
2004,Other Animals,Transferred,0.0,NT,5.0
2004,Other Animals,Euthanized,0.0,NT,0.0
2004,Other Animals,Other,0.0,NT,0.0
2004,Other Animals,Reclaimed,0.0,QLD,30.0
2004,Other Animals,Rehomed,0.0,QLD,111.0
2004,Other Animals,In Stock,0.0,QLD,34.0
2004,Other Animals,Transferred,0.0,QLD,0.0
2004,Other Animals,Euthanized,0.0,QLD,666.0
2004,Other Animals,Other,0.0,QLD,162.0
2004,Other Animals,Reclaimed,0.0,SA,6.0
2004,Other Animals,Rehomed,0.0,SA,85.0
2004,Other Animals,In Stock,0.0,SA,6.0
2004,Other Animals,Transferred,0.0,SA,0.0
2004,Other Animals,Euthanized,0.0,SA,278.0
2004,Other Animals,Other,0.0,SA,0.0
2004,Other Animals,Reclaimed,0.0,TAS,20.0
2004,Other Animals,Rehomed,0.0,TAS,93.0
2004,Other Animals,In Stock,0.0,TAS,3.0
2004,Other Animals,Transferred,0.0,TAS,2.0
2004,Other Animals,Euthanized,0.0,TAS,26.0
2004,Other Animals,Other,0.0,TAS,9.0
2004,Other Animals,Reclaimed,0.0,VIC,50.0
2004,Other Animals,Rehomed,0.0,VIC,312.0
2004,Other Animals,In Stock,0.0,VIC,29.0
2004,Other Animals,Transferred,0.0,VIC,13.0
2004,Other Animals,Euthanized,0.0,VIC,495.0
2004,Other Animals,Other,0.0,VIC,21.0
2004,Other Animals,Reclaimed,0.0,WA,1.0
2004,Other Animals,Rehomed,0.0,WA,22.0
2004,Other Animals,In Stock,0.0,WA,1.0
2004,Other Animals,Transferred,0.0,WA,0.0
2004,Other Animals,Euthanized,0.0,WA,2.0
2004,Other Animals,Other,0.0,WA,0.0
2005,Dogs,Reclaimed,21895.0,ACT,518.0
2005,Dogs,Rehomed,18199.0,ACT,667.0
2005,Dogs,In Stock,1951.0,ACT,57.0
2005,Dogs,Transferred,1015.0,ACT,0.0
2005,Dogs,Euthanized,21554.0,ACT,188.0
2005,Dogs,Other,1730.0,ACT,5.0
2005,Dogs,Reclaimed,0.0,NSW,7598.0
2005,Dogs,Rehomed,0.0,NSW,5075.0
2005,Dogs,In Stock,0.0,NSW,657.0
2005,Dogs,Transferred,0.0,NSW,390.0
2005,Dogs,Euthanized,0.0,NSW,8146.0
2005,Dogs,Other,0.0,NSW,211.0
2005,Dogs,Reclaimed,0.0,NT,183.0
2005,Dogs,Rehomed,0.0,NT,606.0
2005,Dogs,In Stock,0.0,NT,
2005,Dogs,Transferred,0.0,NT,
2005,Dogs,Euthanized,0.0,NT,505.0
2005,Dogs,Other,0.0,NT,3.0
2005,Dogs,Reclaimed,0.0,QLD,3197.0
2005,Dogs,Rehomed,0.0,QLD,5323.0
2005,Dogs,In Stock,0.0,QLD,456.0
2005,Dogs,Transferred,0.0,QLD,47.0
2005,Dogs,Euthanized,0.0,QLD,6883.0
2005,Dogs,Other,0.0,QLD,1403.0
2005,Dogs,Reclaimed,0.0,SA,2208.0
2005,Dogs,Rehomed,0.0,SA,552.0
2005,Dogs,In Stock,0.0,SA,97.0
2005,Dogs,Transferred,0.0,SA,451.0
2005,Dogs,Euthanized,0.0,SA,1274.0
2005,Dogs,Other,0.0,SA,
2005,Dogs,Reclaimed,0.0,TAS,635.0
2005,Dogs,Rehomed,0.0,TAS,696.0
2005,Dogs,In Stock,0.0,TAS,79.0
2005,Dogs,Transferred,0.0,TAS,127.0
2005,Dogs,Euthanized,0.0,TAS,344.0
2005,Dogs,Other,0.0,TAS,8.0
2005,Dogs,Reclaimed,0.0,VIC,7126.0
2005,Dogs,Rehomed,0.0,VIC,4508.0
2005,Dogs,In Stock,0.0,VIC,472.0
2005,Dogs,Transferred,0.0,VIC,0.0
2005,Dogs,Euthanized,0.0,VIC,4141.0
2005,Dogs,Other,0.0,VIC,100.0
2005,Dogs,Reclaimed,0.0,WA,430.0
2005,Dogs,Rehomed,0.0,WA,772.0
2005,Dogs,In Stock,0.0,WA,133.0
2005,Dogs,Transferred,0.0,WA,0.0
2005,Dogs,Euthanized,0.0,WA,73.0
2005,Dogs,Other,0.0,WA,0.0
2005,Cats,Reclaimed,1983.0,ACT,278.0
2005,Cats,Rehomed,18791.0,ACT,1223.0
2005,Cats,In Stock,1336.0,ACT,45.0
2005,Cats,Transferred,1168.0,ACT,0.0
2005,Cats,Euthanized,37010.0,ACT,1040.0
2005,Cats,Other,895.0,ACT,12.0
2005,Cats,Reclaimed,0.0,NSW,308.0
2005,Cats,Rehomed,0.0,NSW,4442.0
2005,Cats,In Stock,0.0,NSW,399.0
2005,Cats,Transferred,0.0,NSW,18.0
2005,Cats,Euthanized,0.0,NSW,9959.0
2005,Cats,Other,0.0,NSW,151.0
2005,Cats,Reclaimed,0.0,NT,19.0
2005,Cats,Rehomed,0.0,NT,384.0
2005,Cats,In Stock,0.0,NT,
2005,Cats,Transferred,0.0,NT,
2005,Cats,Euthanized,0.0,NT,801.0
2005,Cats,Other,0.0,NT,17.0
2005,Cats,Reclaimed,0.0,QLD,460.0
2005,Cats,Rehomed,0.0,QLD,4514.0
2005,Cats,In Stock,0.0,QLD,474.0
2005,Cats,Transferred,0.0,QLD,21.0
2005,Cats,Euthanized,0.0,QLD,12727.0
2005,Cats,Other,0.0,QLD,635.0
2005,Cats,Reclaimed,0.0,SA,136.0
2005,Cats,Rehomed,0.0,SA,1235.0
2005,Cats,In Stock,0.0,SA,96.0
2005,Cats,Transferred,0.0,SA,0.0
2005,Cats,Euthanized,0.0,SA,3260.0
2005,Cats,Other,0.0,SA,0.0
2005,Cats,Reclaimed,0.0,TAS,51.0
2005,Cats,Rehomed,0.0,TAS,900.0
2005,Cats,In Stock,0.0,TAS,52.0
2005,Cats,Transferred,0.0,TAS,300.0
2005,Cats,Euthanized,0.0,TAS,1121.0
2005,Cats,Other,0.0,TAS,15.0
2005,Cats,Reclaimed,0.0,VIC,728.0
2005,Cats,Rehomed,0.0,VIC,5702.0
2005,Cats,In Stock,0.0,VIC,218.0
2005,Cats,Transferred,0.0,VIC,829.0
2005,Cats,Euthanized,0.0,VIC,8073.0
2005,Cats,Other,0.0,VIC,65.0
2005,Cats,Reclaimed,0.0,WA,3.0
2005,Cats,Rehomed,0.0,WA,391.0
2005,Cats,In Stock,0.0,WA,52.0
2005,Cats,Transferred,0.0,WA,0.0
2005,Cats,Euthanized,0.0,WA,29.0
2005,Cats,Other,0.0,WA,0.0
2005,Horses,Reclaimed,30.0,ACT,0.0
2005,Horses,Rehomed,33.0,ACT,1.0
2005,Horses,In Stock,16.0,ACT,2.0
2005,Horses,Transferred,10.0,ACT,0.0
2005,Horses,Euthanized,8.0,ACT,0.0
2005,Horses,Other,0.0,ACT,0.0
2005,Horses,Reclaimed,0.0,NSW,14.0
2005,Horses,Rehomed,0.0,NSW,15.0
2005,Horses,In Stock,0.0,NSW,3.0
2005,Horses,Transferred,0.0,NSW,10.0
2005,Horses,Euthanized,0.0,NSW,1.0
2005,Horses,Other,0.0,NSW,0.0
2005,Horses,Reclaimed,0.0,NT,0.0
2005,Horses,Rehomed,0.0,NT,0.0
2005,Horses,In Stock,0.0,NT,0.0
2005,Horses,Transferred,0.0,NT,0.0
2005,Horses,Euthanized,0.0,NT,0.0
2005,Horses,Other,0.0,NT,0.0
2005,Horses,Reclaimed,0.0,QLD,6.0
2005,Horses,Rehomed,0.0,QLD,13.0
2005,Horses,In Stock,0.0,QLD,7.0
2005,Horses,Transferred,0.0,QLD,0.0
2005,Horses,Euthanized,0.0,QLD,1.0
2005,Horses,Other,0.0,QLD,0.0
2005,Horses,Reclaimed,0.0,SA,0.0
2005,Horses,Rehomed,0.0,SA,0.0
2005,Horses,In Stock,0.0,SA,2.0
2005,Horses,Transferred,0.0,SA,0.0
2005,Horses,Euthanized,0.0,SA,4.0
2005,Horses,Other,0.0,SA,0.0
2005,Horses,Reclaimed,0.0,TAS,8.0
2005,Horses,Rehomed,0.0,TAS,0.0
2005,Horses,In Stock,0.0,TAS,2.0
2005,Horses,Transferred,0.0,TAS,0.0
2005,Horses,Euthanized,0.0,TAS,1.0
2005,Horses,Other,0.0,TAS,0.0
2005,Horses,Reclaimed,0.0,VIC,2.0
2005,Horses,Rehomed,0.0,VIC,2.0
2005,Horses,In Stock,0.0,VIC,0.0
2005,Horses,Transferred,0.0,VIC,0.0
2005,Horses,Euthanized,0.0,VIC,1.0
2005,Horses,Other,0.0,VIC,0.0
2005,Horses,Reclaimed,0.0,WA,0.0
2005,Horses,Rehomed,0.0,WA,2.0
2005,Horses,In Stock,0.0,WA,0.0
2005,Horses,Transferred,0.0,WA,0.0
2005,Horses,Euthanized,0.0,WA,0.0
2005,Horses,Other,0.0,WA,0.0
2005,Livestock,Reclaimed,186.0,ACT,3.0
2005,Livestock,Rehomed,1349.0,ACT,112.0
2005,Livestock,In Stock,155.0,ACT,9.0
2005,Livestock,Transferred,79.0,ACT,0.0
2005,Livestock,Euthanized,1024.0,ACT,54.0
2005,Livestock,Other,125.0,ACT,0.0
2005,Livestock,Reclaimed,0.0,NSW,45.0
2005,Livestock,Rehomed,0.0,NSW,396.0
2005,Livestock,In Stock,0.0,NSW,101.0
2005,Livestock,Transferred,0.0,NSW,70.0
2005,Livestock,Euthanized,0.0,NSW,364.0
2005,Livestock,Other,0.0,NSW,49.0
2005,Livestock,Reclaimed,0.0,NT,0.0
2005,Livestock,Rehomed,0.0,NT,0.0
2005,Livestock,In Stock,0.0,NT,0.0
2005,Livestock,Transferred,0.0,NT,0.0
2005,Livestock,Euthanized,0.0,NT,0.0
2005,Livestock,Other,0.0,NT,0.0
2005,Livestock,Reclaimed,0.0,QLD,15.0
2005,Livestock,Rehomed,0.0,QLD,404.0
2005,Livestock,In Stock,0.0,QLD,26.0
2005,Livestock,Transferred,0.0,QLD,0.0
2005,Livestock,Euthanized,0.0,QLD,377.0
2005,Livestock,Other,0.0,QLD,75.0
2005,Livestock,Reclaimed,0.0,SA,29.0
2005,Livestock,Rehomed,0.0,SA,271.0
2005,Livestock,In Stock,0.0,SA,13.0
2005,Livestock,Transferred,0.0,SA,0.0
2005,Livestock,Euthanized,0.0,SA,70.0
2005,Livestock,Other,0.0,SA,0.0
2005,Livestock,Reclaimed,0.0,TAS,4.0
2005,Livestock,Rehomed,0.0,TAS,102.0
2005,Livestock,In Stock,0.0,TAS,0.0
2005,Livestock,Transferred,0.0,TAS,9.0
2005,Livestock,Euthanized,0.0,TAS,14.0
2005,Livestock,Other,0.0,TAS,0.0
2005,Livestock,Reclaimed,0.0,VIC,90.0
2005,Livestock,Rehomed,0.0,VIC,159.0
2005,Livestock,In Stock,0.0,VIC,6.0
2005,Livestock,Transferred,0.0,VIC,0.0
2005,Livestock,Euthanized,0.0,VIC,144.0
2005,Livestock,Other,0.0,VIC,1.0
2005,Livestock,Reclaimed,0.0,WA,0.0
2005,Livestock,Rehomed,0.0,WA,5.0
2005,Livestock,In Stock,0.0,WA,0.0
2005,Livestock,Transferred,0.0,WA,0.0
2005,Livestock,Euthanized,0.0,WA,1.0
2005,Livestock,Other,0.0,WA,0.0
2005,Wildlife,Released,1821.0,ACT,791.0
2005,Wildlife,In Stock,117.0,ACT,53.0
2005,Wildlife,Transferred,1576.0,ACT,0.0
2005,Wildlife,Euthanized,6087.0,ACT,1028.0
2005,Wildlife,Other,1450.0,ACT,664.0
2005,Wildlife,Released,0.0,NSW,41.0
2005,Wildlife,In Stock,0.0,NSW,3.0
2005,Wildlife,Transferred,0.0,NSW,242.0
2005,Wildlife,Euthanized,0.0,NSW,257.0
2005,Wildlife,Other,0.0,NSW,125.0
2005,Wildlife,Released,0.0,NT,0.0
2005,Wildlife,In Stock,0.0,NT,0.0
2005,Wildlife,Transferred,0.0,NT,0.0
2005,Wildlife,Euthanized,0.0,NT,0.0
2005,Wildlife,Other,0.0,NT,0.0
2005,Wildlife,Released,0.0,QLD,882.0
2005,Wildlife,In Stock,0.0,QLD,22.0
2005,Wildlife,Transferred,0.0,QLD,1.0
2005,Wildlife,Euthanized,0.0,QLD,2626.0
2005,Wildlife,Other,0.0,QLD,478.0
2005,Wildlife,Released,0.0,SA,89.0
2005,Wildlife,In Stock,0.0,SA,0.0
2005,Wildlife,Transferred,0.0,SA,118.0
2005,Wildlife,Euthanized,0.0,SA,254.0
2005,Wildlife,Other,0.0,SA,0.0
2005,Wildlife,Released,0.0,TAS,18.0
2005,Wildlife,In Stock,0.0,TAS,0.0
2005,Wildlife,Transferred,0.0,TAS,124.0
2005,Wildlife,Euthanized,0.0,TAS,58.0
2005,Wildlife,Other,0.0,TAS,32.0
2005,Wildlife,Released,0.0,VIC,0.0
2005,Wildlife,In Stock,0.0,VIC,39.0
2005,Wildlife,Transferred,0.0,VIC,1091.0
2005,Wildlife,Euthanized,0.0,VIC,1864.0
2005,Wildlife,Other,0.0,VIC,151.0
2005,Wildlife,Released,0.0,WA,0.0
2005,Wildlife,In Stock,0.0,WA,0.0
2005,Wildlife,Transferred,0.0,WA,0.0
2005,Wildlife,Euthanized,0.0,WA,0.0
2005,Wildlife,Other,0.0,WA,0.0
2005,Other Animals,Reclaimed,162.0,ACT,5.0
2005,Other Animals,Rehomed,1594.0,ACT,113.0
2005,Other Animals,In Stock,224.0,ACT,24.0
2005,Other Animals,Transferred,260.0,ACT,0.0
2005,Other Animals,Euthanized,2507.0,ACT,181.0
2005,Other Animals,Other,481.0,ACT,0.0
2005,Other Animals,Reclaimed,0.0,NSW,41.0
2005,Other Animals,Rehomed,0.0,NSW,249.0
2005,Other Animals,In Stock,0.0,NSW,41.0
2005,Other Animals,Transferred,0.0,NSW,260.0
2005,Other Animals,Euthanized,0.0,NSW,1074.0
2005,Other Animals,Other,0.0,NSW,362.0
2005,Other Animals,Reclaimed,0.0,NT,
2005,Other Animals,Rehomed,0.0,NT,
2005,Other Animals,In Stock,0.0,NT,
2005,Other Animals,Transferred,0.0,NT,
2005,Other Animals,Euthanized,0.0,NT,
2005,Other Animals,Other,0.0,NT,
2005,Other Animals,Reclaimed,0.0,QLD,54.0
2005,Other Animals,Rehomed,0.0,QLD,694.0
2005,Other Animals,In Stock,0.0,QLD,80.0
2005,Other Animals,Transferred,0.0,QLD,0.0
2005,Other Animals,Euthanized,0.0,QLD,645.0
2005,Other Animals,Other,0.0,QLD,97.0
2005,Other Animals,Reclaimed,0.0,SA,10.0
2005,Other Animals,Rehomed,0.0,SA,108.0
2005,Other Animals,In Stock,0.0,SA,2.0
2005,Other Animals,Transferred,0.0,SA,0.0
2005,Other Animals,Euthanized,0.0,SA,222.0
2005,Other Animals,Other,0.0,SA,
2005,Other Animals,Reclaimed,0.0,TAS,5.0
2005,Other Animals,Rehomed,0.0,TAS,95.0
2005,Other Animals,In Stock,0.0,TAS,1.0
2005,Other Animals,Transferred,0.0,TAS,0.0
2005,Other Animals,Euthanized,0.0,TAS,11.0
2005,Other Animals,Other,0.0,TAS,2.0
2005,Other Animals,Reclaimed,0.0,VIC,47.0
2005,Other Animals,Rehomed,0.0,VIC,329.0
2005,Other Animals,In Stock,0.0,VIC,76.0
2005,Other Animals,Transferred,0.0,VIC,0.0
2005,Other Animals,Euthanized,0.0,VIC,373.0
2005,Other Animals,Other,0.0,VIC,20.0
2005,Other Animals,Reclaimed,0.0,WA,0.0
2005,Other Animals,Rehomed,0.0,WA,6.0
2005,Other Animals,In Stock,0.0,WA,0.0
2005,Other Animals,Transferred,0.0,WA,0.0
2005,Other Animals,Euthanized,0.0,WA,1.0
2005,Other Animals,Other,0.0,WA,0.0
2006,Dogs,Reclaimed,20318.0,ACT,564.0
2006,Dogs,Rehomed,19526.0,ACT,558.0
2006,Dogs,In Stock,2034.0,ACT,58.0
2006,Dogs,Transferred,1765.0,ACT,42.0
2006,Dogs,Euthanized,21973.0,ACT,179.0
2006,Dogs,Other,2087.0,ACT,5.0
2006,Dogs,Reclaimed,0.0,NSW,5062.0
2006,Dogs,Rehomed,0.0,NSW,5746.0
2006,Dogs,In Stock,0.0,NSW,913.0
2006,Dogs,Transferred,0.0,NSW,1300.0
2006,Dogs,Euthanized,0.0,NSW,8597.0
2006,Dogs,Other,0.0,NSW,189.0
2006,Dogs,Reclaimed,0.0,NT,147.0
2006,Dogs,Rehomed,0.0,NT,593.0
2006,Dogs,In Stock,0.0,NT,39.0
2006,Dogs,Transferred,0.0,NT,0.0
2006,Dogs,Euthanized,0.0,NT,506.0
2006,Dogs,Other,0.0,NT,2.0
2006,Dogs,Reclaimed,0.0,QLD,3216.0
2006,Dogs,Rehomed,0.0,QLD,5349.0
2006,Dogs,In Stock,0.0,QLD,429.0
2006,Dogs,Transferred,0.0,QLD,4.0
2006,Dogs,Euthanized,0.0,QLD,6946.0
2006,Dogs,Other,0.0,QLD,1512.0
2006,Dogs,Reclaimed,0.0,SA,1957.0
2006,Dogs,Rehomed,0.0,SA,743.0
2006,Dogs,In Stock,0.0,SA,69.0
2006,Dogs,Transferred,0.0,SA,279.0
2006,Dogs,Euthanized,0.0,SA,1285.0
2006,Dogs,Other,0.0,SA,226.0
2006,Dogs,Reclaimed,0.0,TAS,714.0
2006,Dogs,Rehomed,0.0,TAS,812.0
2006,Dogs,In Stock,0.0,TAS,96.0
2006,Dogs,Transferred,0.0,TAS,140.0
2006,Dogs,Euthanized,0.0,TAS,314.0
2006,Dogs,Other,0.0,TAS,
2006,Dogs,Reclaimed,0.0,VIC,8159.0
2006,Dogs,Rehomed,0.0,VIC,4769.0
2006,Dogs,In Stock,0.0,VIC,326.0
2006,Dogs,Transferred,0.0,VIC,0.0
2006,Dogs,Euthanized,0.0,VIC,3926.0
2006,Dogs,Other,0.0,VIC,153.0
2006,Dogs,Reclaimed,0.0,WA,499.0
2006,Dogs,Rehomed,0.0,WA,956.0
2006,Dogs,In Stock,0.0,WA,104.0
2006,Dogs,Transferred,0.0,WA,0.0
2006,Dogs,Euthanized,0.0,WA,220.0
2006,Dogs,Other,0.0,WA,5.0
2006,Cats,Reclaimed,1773.0,ACT,111.0
2006,Cats,Rehomed,19205.0,ACT,1218.0
2006,Cats,In Stock,1733.0,ACT,47.0
2006,Cats,Transferred,1392.0,ACT,5.0
2006,Cats,Euthanized,33343.0,ACT,1130.0
2006,Cats,Other,1034.0,ACT,27.0
2006,Cats,Reclaimed,0.0,NSW,298.0
2006,Cats,Rehomed,0.0,NSW,4542.0
2006,Cats,In Stock,0.0,NSW,756.0
2006,Cats,Transferred,0.0,NSW,353.0
2006,Cats,Euthanized,0.0,NSW,9773.0
2006,Cats,Other,0.0,NSW,145.0
2006,Cats,Reclaimed,0.0,NT,11.0
2006,Cats,Rehomed,0.0,NT,344.0
2006,Cats,In Stock,0.0,NT,49.0
2006,Cats,Transferred,0.0,NT,0.0
2006,Cats,Euthanized,0.0,NT,795.0
2006,Cats,Other,0.0,NT,18.0
2006,Cats,Reclaimed,0.0,QLD,456.0
2006,Cats,Rehomed,0.0,QLD,5206.0
2006,Cats,In Stock,0.0,QLD,478.0
2006,Cats,Transferred,0.0,QLD,13.0
2006,Cats,Euthanized,0.0,QLD,10257.0
2006,Cats,Other,0.0,QLD,683.0
2006,Cats,Reclaimed,0.0,SA,138.0
2006,Cats,Rehomed,0.0,SA,1340.0
2006,Cats,In Stock,0.0,SA,73.0
2006,Cats,Transferred,0.0,SA,0.0
2006,Cats,Euthanized,0.0,SA,2877.0
2006,Cats,Other,0.0,SA,136.0
2006,Cats,Reclaimed,0.0,TAS,8.0
2006,Cats,Rehomed,0.0,TAS,994.0
2006,Cats,In Stock,0.0,TAS,76.0
2006,Cats,Transferred,0.0,TAS,412.0
2006,Cats,Euthanized,0.0,TAS,1340.0
2006,Cats,Other,0.0,TAS,0.0
2006,Cats,Reclaimed,0.0,VIC,750.0
2006,Cats,Rehomed,0.0,VIC,4926.0
2006,Cats,In Stock,0.0,VIC,202.0
2006,Cats,Transferred,0.0,VIC,609.0
2006,Cats,Euthanized,0.0,VIC,7061.0
2006,Cats,Other,0.0,VIC,25.0
2006,Cats,Reclaimed,0.0,WA,1.0
2006,Cats,Rehomed,0.0,WA,635.0
2006,Cats,In Stock,0.0,WA,52.0
2006,Cats,Transferred,0.0,WA,0.0
2006,Cats,Euthanized,0.0,WA,110.0
2006,Cats,Other,0.0,WA,0.0
2006,Horses,Reclaimed,20.0,ACT,1.0
2006,Horses,Rehomed,56.0,ACT,5.0
2006,Horses,In Stock,77.0,ACT,0.0
2006,Horses,Transferred,0.0,ACT,0.0
2006,Horses,Euthanized,19.0,ACT,0.0
2006,Horses,Other,1.0,ACT,0.0
2006,Horses,Reclaimed,0.0,NSW,6.0
2006,Horses,Rehomed,0.0,NSW,35.0
2006,Horses,In Stock,0.0,NSW,21.0
2006,Horses,Transferred,0.0,NSW,0.0
2006,Horses,Euthanized,0.0,NSW,6.0
2006,Horses,Other,0.0,NSW,0.0
2006,Horses,Reclaimed,0.0,NT,0.0
2006,Horses,Rehomed,0.0,NT,0.0
2006,Horses,In Stock,0.0,NT,0.0
2006,Horses,Transferred,0.0,NT,0.0
2006,Horses,Euthanized,0.0,NT,0.0
2006,Horses,Other,0.0,NT,0.0
2006,Horses,Reclaimed,0.0,QLD,6.0
2006,Horses,Rehomed,0.0,QLD,13.0
2006,Horses,In Stock,0.0,QLD,11.0
2006,Horses,Transferred,0.0,QLD,0.0
2006,Horses,Euthanized,0.0,QLD,7.0
2006,Horses,Other,0.0,QLD,0.0
2006,Horses,Reclaimed,0.0,SA,1.0
2006,Horses,Rehomed,0.0,SA,1.0
2006,Horses,In Stock,0.0,SA,1.0
2006,Horses,Transferred,0.0,SA,0.0
2006,Horses,Euthanized,0.0,SA,4.0
2006,Horses,Other,0.0,SA,0.0
2006,Horses,Reclaimed,0.0,TAS,4.0
2006,Horses,Rehomed,0.0,TAS,2.0
2006,Horses,In Stock,0.0,TAS,9.0
2006,Horses,Transferred,0.0,TAS,0.0
2006,Horses,Euthanized,0.0,TAS,1.0
2006,Horses,Other,0.0,TAS,0.0
2006,Horses,Reclaimed,0.0,VIC,2.0
2006,Horses,Rehomed,0.0,VIC,0.0
2006,Horses,In Stock,0.0,VIC,35.0
2006,Horses,Transferred,0.0,VIC,0.0
2006,Horses,Euthanized,0.0,VIC,1.0
2006,Horses,Other,0.0,VIC,1.0
2006,Horses,Reclaimed,0.0,WA,0.0
2006,Horses,Rehomed,0.0,WA,0.0
2006,Horses,In Stock,0.0,WA,0.0
2006,Horses,Transferred,0.0,WA,0.0
2006,Horses,Euthanized,0.0,WA,0.0
2006,Horses,Other,0.0,WA,0.0
2006,Livestock,Reclaimed,95.0,ACT,2.0
2006,Livestock,Rehomed,1169.0,ACT,51.0
2006,Livestock,In Stock,123.0,ACT,3.0
2006,Livestock,Transferred,48.0,ACT,0.0
2006,Livestock,Euthanized,952.0,ACT,29.0
2006,Livestock,Other,117.0,ACT,1.0
2006,Livestock,Reclaimed,0.0,NSW,9.0
2006,Livestock,Rehomed,0.0,NSW,288.0
2006,Livestock,In Stock,0.0,NSW,81.0
2006,Livestock,Transferred,0.0,NSW,34.0
2006,Livestock,Euthanized,0.0,NSW,350.0
2006,Livestock,Other,0.0,NSW,18.0
2006,Livestock,Reclaimed,0.0,NT,
2006,Livestock,Rehomed,0.0,NT,8.0
2006,Livestock,In Stock,0.0,NT,2.0
