year,animal_type,outcome,Total,Area,Sum
2009,Horses,Euthanized,0.0,WA,4.0
2009,Horses,Other,0.0,WA,0.0
2009,Livestock,Reclaimed,341.0,ACT,2.0
2009,Livestock,Rehomed,1923.0,ACT,66.0
2009,Livestock,Currently In Care,386.0,ACT,24.0
2009,Livestock,Transferred,36.0,ACT,0.0
2009,Livestock,Euthanized,1064.0,ACT,7.0
2009,Livestock,Other,114.0,ACT,0.0
2009,Livestock,Reclaimed,0.0,NSW,119.0
2009,Livestock,Rehomed,0.0,NSW,431.0
2009,Livestock,Currently In Care,0.0,NSW,220.0
2009,Livestock,Transferred,0.0,NSW,5.0
2009,Livestock,Euthanized,0.0,NSW,419.0
2009,Livestock,Other,0.0,NSW,15.0
2009,Livestock,Reclaimed,0.0,NT,0.0
2009,Livestock,Rehomed,0.0,NT,0.0
2009,Livestock,Currently In Care,0.0,NT,0.0
2009,Livestock,Transferred,0.0,NT,0.0
2009,Livestock,Euthanized,0.0,NT,0.0
2009,Livestock,Other,0.0,NT,0.0
2009,Livestock,Reclaimed,0.0,QLD,41.0
2009,Livestock,Rehomed,0.0,QLD,446.0
2009,Livestock,Currently In Care,0.0,QLD,70.0
2009,Livestock,Transferred,0.0,QLD,31.0
2009,Livestock,Euthanized,0.0,QLD,395.0
2009,Livestock,Other,0.0,QLD,49.0
2009,Livestock,Reclaimed,0.0,SA,14.0
2009,Livestock,Rehomed,0.0,SA,462.0
2009,Livestock,Currently In Care,0.0,SA,3.0
2009,Livestock,Transferred,0.0,SA,0.0
2009,Livestock,Euthanized,0.0,SA,43.0
2009,Livestock,Other,0.0,SA,0.0
2009,Livestock,Reclaimed,0.0,TAS,10.0
2009,Livestock,Rehomed,0.0,TAS,85.0
2009,Livestock,Currently In Care,0.0,TAS,55.0
2009,Livestock,Transferred,0.0,TAS,0.0
2009,Livestock,Euthanized,0.0,TAS,49.0
2009,Livestock,Other,0.0,TAS,7.0
2009,Livestock,Reclaimed,0.0,VIC,155.0
2009,Livestock,Rehomed,0.0,VIC,347.0
2009,Livestock,Currently In Care,0.0,VIC,14.0
2009,Livestock,Transferred,0.0,VIC,0.0
2009,Livestock,Euthanized,0.0,VIC,147.0
2009,Livestock,Other,0.0,VIC,43.0
2009,Livestock,Reclaimed,0.0,WA,0.0
2009,Livestock,Rehomed,0.0,WA,86.0
2009,Livestock,Currently In Care,0.0,WA,0.0
2009,Livestock,Transferred,0.0,WA,0.0
2009,Livestock,Euthanized,0.0,WA,4.0
2009,Livestock,Other,0.0,WA,0.0
2009,Wildlife,Released,2785.0,ACT,1180.0
2009,Wildlife,Currently In Care,185.0,ACT,107.0
2009,Wildlife,Transferred,1294.0,ACT,3.0
2009,Wildlife,Euthanized,6930.0,ACT,1241.0
2009,Wildlife,Other,2073.0,ACT,815.0
2009,Wildlife,Released,0.0,NSW,48.0
2009,Wildlife,Currently In Care,0.0,NSW,48.0
2009,Wildlife,Transferred,0.0,NSW,303.0
2009,Wildlife,Euthanized,0.0,NSW,485.0
2009,Wildlife,Other,0.0,NSW,313.0
2009,Wildlife,Released,0.0,NT,0.0
2009,Wildlife,Currently In Care,0.0,NT,0.0
2009,Wildlife,Transferred,0.0,NT,0.0
2009,Wildlife,Euthanized,0.0,NT,0.0
2009,Wildlife,Other,0.0,NT,0.0
2009,Wildlife,Released,0.0,QLD,1360.0
2009,Wildlife,Currently In Care,0.0,QLD,21.0
2009,Wildlife,Transferred,0.0,QLD,111.0
2009,Wildlife,Euthanized,0.0,QLD,3769.0
2009,Wildlife,Other,0.0,QLD,574.0
2009,Wildlife,Released,0.0,SA,164.0
2009,Wildlife,Currently In Care,0.0,SA,3.0
2009,Wildlife,Transferred,0.0,SA,146.0
2009,Wildlife,Euthanized,0.0,SA,450.0
2009,Wildlife,Other,0.0,SA,109.0
2009,Wildlife,Released,0.0,TAS,24.0
2009,Wildlife,Currently In Care,0.0,TAS,0.0
2009,Wildlife,Transferred,0.0,TAS,46.0
2009,Wildlife,Euthanized,0.0,TAS,178.0
2009,Wildlife,Other,0.0,TAS,44.0
2009,Wildlife,Released,0.0,VIC,9.0
2009,Wildlife,Currently In Care,0.0,VIC,6.0
2009,Wildlife,Transferred,0.0,VIC,688.0
2009,Wildlife,Euthanized,0.0,VIC,806.0
2009,Wildlife,Other,0.0,VIC,218.0
2009,Wildlife,Released,0.0,WA,0.0
2009,Wildlife,Currently In Care,0.0,WA,0.0
2009,Wildlife,Transferred,0.0,WA,0.0
2009,Wildlife,Euthanized,0.0,WA,1.0
2009,Wildlife,Other,0.0,WA,0.0
2009,Other Animals,Reclaimed,233.0,ACT,23.0
2009,Other Animals,Rehomed,2697.0,ACT,436.0
2009,Other Animals,Currently In Care,212.0,ACT,45.0
2009,Other Animals,Transferred,297.0,ACT,0.0
2009,Other Animals,Euthanized,3316.0,ACT,181.0
2009,Other Animals,Other,402.0,ACT,34.0
2009,Other Animals,Reclaimed,0.0,NSW,44.0
2009,Other Animals,Rehomed,0.0,NSW,596.0
2009,Other Animals,Currently In Care,0.0,NSW,22.0
2009,Other Animals,Transferred,0.0,NSW,38.0
2009,Other Animals,Euthanized,0.0,NSW,1722.0
2009,Other Animals,Other,0.0,NSW,115.0
2009,Other Animals,Reclaimed,0.0,NT,4.0
2009,Other Animals,Rehomed,0.0,NT,4.0
2009,Other Animals,Currently In Care,0.0,NT,1.0
2009,Other Animals,Transferred,0.0,NT,0.0
2009,Other Animals,Euthanized,0.0,NT,3.0
2009,Other Animals,Other,0.0,NT,0.0
2009,Other Animals,Reclaimed,0.0,QLD,70.0
2009,Other Animals,Rehomed,0.0,QLD,759.0
2009,Other Animals,Currently In Care,0.0,QLD,50.0
2009,Other Animals,Transferred,0.0,QLD,158.0
2009,Other Animals,Euthanized,0.0,QLD,516.0
2009,Other Animals,Other,0.0,QLD,114.0
2009,Other Animals,Reclaimed,0.0,SA,19.0
2009,Other Animals,Rehomed,0.0,SA,316.0
2009,Other Animals,Currently In Care,0.0,SA,16.0
2009,Other Animals,Transferred,0.0,SA,56.0
2009,Other Animals,Euthanized,0.0,SA,171.0
2009,Other Animals,Other,0.0,SA,0.0
2009,Other Animals,Reclaimed,0.0,TAS,14.0
2009,Other Animals,Rehomed,0.0,TAS,191.0
2009,Other Animals,Currently In Care,0.0,TAS,25.0
2009,Other Animals,Transferred,0.0,TAS,45.0
2009,Other Animals,Euthanized,0.0,TAS,30.0
2009,Other Animals,Other,0.0,TAS,12.0
2009,Other Animals,Reclaimed,0.0,VIC,59.0
2009,Other Animals,Rehomed,0.0,VIC,411.0
2009,Other Animals,Currently In Care,0.0,VIC,53.0
2009,Other Animals,Transferred,0.0,VIC,0.0
2009,Other Animals,Euthanized,0.0,VIC,686.0
2009,Other Animals,Other,0.0,VIC,127.0
2009,Other Animals,Reclaimed,0.0,WA,0.0
2009,Other Animals,Rehomed,0.0,WA,44.0
2009,Other Animals,Currently In Care,0.0,WA,0.0
2009,Other Animals,Transferred,0.0,WA,0.0
2009,Other Animals,Euthanized,0.0,WA,7.0
2009,Other Animals,Other,0.0,WA,0.0
2010,Dogs,Reclaimed,23928.0,ACT,923.0
2010,Dogs,Rehomed,18398.0,ACT,434.0
2010,Dogs,Currently In Care,2455.0,ACT,59.0
2010,Dogs,Transferred,2746.0,ACT,219.0
2010,Dogs,Euthanized,19583.0,ACT,105.0
2010,Dogs,Other,463.0,ACT,11.0
2010,Dogs,Reclaimed,0.0,NSW,5039.0
2010,Dogs,Rehomed,0.0,NSW,5052.0
2010,Dogs,Currently In Care,0.0,NSW,805.0
2010,Dogs,Transferred,0.0,NSW,1612.0
2010,Dogs,Euthanized,0.0,NSW,8209.0
2010,Dogs,Other,0.0,NSW,242.0
2010,Dogs,Reclaimed,0.0,NT,146.0
2010,Dogs,Rehomed,0.0,NT,345.0
2010,Dogs,Currently In Care,0.0,NT,20.0
2010,Dogs,Transferred,0.0,NT,0.0
2010,Dogs,Euthanized,0.0,NT,225.0
2010,Dogs,Other,0.0,NT,4.0
2010,Dogs,Reclaimed,0.0,QLD,5703.0
2010,Dogs,Rehomed,0.0,QLD,5462.0
2010,Dogs,Currently In Care,0.0,QLD,868.0
2010,Dogs,Transferred,0.0,QLD,447.0
2010,Dogs,Euthanized,0.0,QLD,6618.0
2010,Dogs,Other,0.0,QLD,156.0
2010,Dogs,Reclaimed,0.0,SA,2131.0
2010,Dogs,Rehomed,0.0,SA,1136.0
2010,Dogs,Currently In Care,0.0,SA,73.0
2010,Dogs,Transferred,0.0,SA,402.0
2010,Dogs,Euthanized,0.0,SA,1012.0
2010,Dogs,Other,0.0,SA,6.0
2010,Dogs,Reclaimed,0.0,TAS,621.0
2010,Dogs,Rehomed,0.0,TAS,639.0
2010,Dogs,Currently In Care,0.0,TAS,110.0
2010,Dogs,Transferred,0.0,TAS,60.0
2010,Dogs,Euthanized,0.0,TAS,239.0
2010,Dogs,Other,0.0,TAS,21.0
2010,Dogs,Reclaimed,0.0,VIC,8831.0
2010,Dogs,Rehomed,0.0,VIC,4665.0
2010,Dogs,Currently In Care,0.0,VIC,456.0
2010,Dogs,Transferred,0.0,VIC,5.0
2010,Dogs,Euthanized,0.0,VIC,2893.0
2010,Dogs,Other,0.0,VIC,22.0
2010,Dogs,Reclaimed,0.0,WA,534.0
2010,Dogs,Rehomed,0.0,WA,665.0
2010,Dogs,Currently In Care,0.0,WA,64.0
2010,Dogs,Transferred,0.0,WA,1.0
2010,Dogs,Euthanized,0.0,WA,282.0
2010,Dogs,Other,0.0,WA,3.0
2010,Cats,Reclaimed,2386.0,ACT,161.0
2010,Cats,Rehomed,19004.0,ACT,1221.0
2010,Cats,Currently In Care,2969.0,ACT,121.0
2010,Cats,Transferred,2014.0,ACT,1.0
2010,Cats,Euthanized,37177.0,ACT,1252.0
2010,Cats,Other,1067.0,ACT,109.0
2010,Cats,Reclaimed,0.0,NSW,470.0
2010,Cats,Rehomed,0.0,NSW,4554.0
2010,Cats,Currently In Care,0.0,NSW,1338.0
2010,Cats,Transferred,0.0,NSW,1118.0
2010,Cats,Euthanized,0.0,NSW,13031.0
2010,Cats,Other,0.0,NSW,192.0
2010,Cats,Reclaimed,0.0,NT,16.0
2010,Cats,Rehomed,0.0,NT,353.0
2010,Cats,Currently In Care,0.0,NT,21.0
2010,Cats,Transferred,0.0,NT,0.0
2010,Cats,Euthanized,0.0,NT,228.0
2010,Cats,Other,0.0,NT,16.0
2010,Cats,Reclaimed,0.0,QLD,699.0
2010,Cats,Rehomed,0.0,QLD,4933.0
2010,Cats,Currently In Care,0.0,QLD,783.0
2010,Cats,Transferred,0.0,QLD,256.0
2010,Cats,Euthanized,0.0,QLD,9566.0
2010,Cats,Other,0.0,QLD,218.0
2010,Cats,Reclaimed,0.0,SA,132.0
2010,Cats,Rehomed,0.0,SA,1513.0
2010,Cats,Currently In Care,0.0,SA,92.0
2010,Cats,Transferred,0.0,SA,58.0
2010,Cats,Euthanized,0.0,SA,2630.0
2010,Cats,Other,0.0,SA,481.0
2010,Cats,Reclaimed,0.0,TAS,83.0
2010,Cats,Rehomed,0.0,TAS,1078.0
2010,Cats,Currently In Care,0.0,TAS,294.0
2010,Cats,Transferred,0.0,TAS,22.0
2010,Cats,Euthanized,0.0,TAS,1667.0
2010,Cats,Other,0.0,TAS,24.0
2010,Cats,Reclaimed,0.0,VIC,819.0
2010,Cats,Rehomed,0.0,VIC,4668.0
2010,Cats,Currently In Care,0.0,VIC,297.0
2010,Cats,Transferred,0.0,VIC,559.0
2010,Cats,Euthanized,0.0,VIC,8527.0
2010,Cats,Other,0.0,VIC,15.0
2010,Cats,Reclaimed,0.0,WA,6.0
2010,Cats,Rehomed,0.0,WA,684.0
2010,Cats,Currently In Care,0.0,WA,23.0
2010,Cats,Transferred,0.0,WA,0.0
2010,Cats,Euthanized,0.0,WA,276.0
2010,Cats,Other,0.0,WA,12.0
2010,Horses,Reclaimed,31.0,ACT,0.0
2010,Horses,Rehomed,91.0,ACT,1.0
2010,Horses,Currently In Care,50.0,ACT,1.0
2010,Horses,Transferred,12.0,ACT,0.0
2010,Horses,Euthanized,24.0,ACT,0.0
2010,Horses,Other,0.0,ACT,0.0
2010,Horses,Reclaimed,0.0,NSW,11.0
2010,Horses,Rehomed,0.0,NSW,40.0
2010,Horses,Currently In Care,0.0,NSW,11.0
2010,Horses,Transferred,0.0,NSW,1.0
2010,Horses,Euthanized,0.0,NSW,12.0
2010,Horses,Other,0.0,NSW,0.0
2010,Horses,Reclaimed,0.0,NT,0.0
2010,Horses,Rehomed,0.0,NT,0.0
2010,Horses,Currently In Care,0.0,NT,0.0
2010,Horses,Transferred,0.0,NT,0.0
2010,Horses,Euthanized,0.0,NT,0.0
2010,Horses,Other,0.0,NT,0.0
2010,Horses,Reclaimed,0.0,QLD,16.0
2010,Horses,Rehomed,0.0,QLD,15.0
2010,Horses,Currently In Care,0.0,QLD,13.0
2010,Horses,Transferred,0.0,QLD,11.0
2010,Horses,Euthanized,0.0,QLD,8.0
2010,Horses,Other,0.0,QLD,0.0
2010,Horses,Reclaimed,0.0,SA,0.0
2010,Horses,Rehomed,0.0,SA,1.0
2010,Horses,Currently In Care,0.0,SA,0.0
2010,Horses,Transferred,0.0,SA,0.0
2010,Horses,Euthanized,0.0,SA,8.0
2010,Horses,Other,0.0,SA,0.0
2010,Horses,Reclaimed,0.0,TAS,0.0
2010,Horses,Rehomed,0.0,TAS,21.0
2010,Horses,Currently In Care,0.0,TAS,1.0
2010,Horses,Transferred,0.0,TAS,0.0
2010,Horses,Euthanized,0.0,TAS,1.0
2010,Horses,Other,0.0,TAS,0.0
2010,Horses,Reclaimed,0.0,VIC,4.0
2010,Horses,Rehomed,0.0,VIC,5.0
2010,Horses,Currently In Care,0.0,VIC,19.0
2010,Horses,Transferred,0.0,VIC,0.0
2010,Horses,Euthanized,0.0,VIC,1.0
2010,Horses,Other,0.0,VIC,0.0
2010,Horses,Reclaimed,0.0,WA,0.0
2010,Horses,Rehomed,0.0,WA,8.0
2010,Horses,Currently In Care,0.0,WA,5.0
2010,Horses,Transferred,0.0,WA,0.0
2010,Horses,Euthanized,0.0,WA,2.0
2010,Horses,Other,0.0,WA,0.0
2010,Livestock,Reclaimed,204.0,ACT,3.0
2010,Livestock,Rehomed,1515.0,ACT,88.0
2010,Livestock,Currently In Care,353.0,ACT,13.0
2010,Livestock,Transferred,120.0,ACT,0.0
2010,Livestock,Euthanized,1087.0,ACT,19.0
2010,Livestock,Other,153.0,ACT,6.0
2010,Livestock,Reclaimed,0.0,NSW,107.0
2010,Livestock,Rehomed,0.0,NSW,422.0
2010,Livestock,Currently In Care,0.0,NSW,234.0
2010,Livestock,Transferred,0.0,NSW,61.0
2010,Livestock,Euthanized,0.0,NSW,417.0
2010,Livestock,Other,0.0,NSW,14.0
2010,Livestock,Reclaimed,0.0,NT,4.0
2010,Livestock,Rehomed,0.0,NT,0.0
2010,Livestock,Currently In Care,0.0,NT,0.0
2010,Livestock,Transferred,0.0,NT,0.0
2010,Livestock,Euthanized,0.0,NT,0.0
2010,Livestock,Other,0.0,NT,0.0
2010,Livestock,Reclaimed,0.0,QLD,46.0
2010,Livestock,Rehomed,0.0,QLD,451.0
2010,Livestock,Currently In Care,0.0,QLD,62.0
2010,Livestock,Transferred,0.0,QLD,58.0
2010,Livestock,Euthanized,0.0,QLD,324.0
2010,Livestock,Other,0.0,QLD,73.0
2010,Livestock,Reclaimed,0.0,SA,1.0
2010,Livestock,Rehomed,0.0,SA,20.0
2010,Livestock,Currently In Care,0.0,SA,2.0
2010,Livestock,Transferred,0.0,SA,0.0
2010,Livestock,Euthanized,0.0,SA,80.0
2010,Livestock,Other,0.0,SA,1.0
2010,Livestock,Reclaimed,0.0,TAS,9.0
2010,Livestock,Rehomed,0.0,TAS,160.0
2010,Livestock,Currently In Care,0.0,TAS,15.0
2010,Livestock,Transferred,0.0,TAS,1.0
2010,Livestock,Euthanized,0.0,TAS,62.0
2010,Livestock,Other,0.0,TAS,3.0
2010,Livestock,Reclaimed,0.0,VIC,34.0
2010,Livestock,Rehomed,0.0,VIC,241.0
2010,Livestock,Currently In Care,0.0,VIC,16.0
2010,Livestock,Transferred,0.0,VIC,0.0
2010,Livestock,Euthanized,0.0,VIC,163.0
2010,Livestock,Other,0.0,VIC,56.0
2010,Livestock,Reclaimed,0.0,WA,0.0
2010,Livestock,Rehomed,0.0,WA,133.0
2010,Livestock,Currently In Care,0.0,WA,11.0
2010,Livestock,Transferred,0.0,WA,0.0
2010,Livestock,Euthanized,0.0,WA,22.0
2010,Livestock,Other,0.0,WA,0.0
2010,Wildlife,Released,1840.0,ACT,894.0
2010,Wildlife,Currently In Care,264.0,ACT,120.0
2010,Wildlife,Transferred,2758.0,ACT,31.0
2010,Wildlife,Euthanized,7033.0,ACT,1542.0
2010,Wildlife,Other,2055.0,ACT,653.0
2010,Wildlife,Released,0.0,NSW,39.0
2010,Wildlife,Currently In Care,0.0,NSW,48.0
2010,Wildlife,Transferred,0.0,NSW,301.0
2010,Wildlife,Euthanized,0.0,NSW,483.0
2010,Wildlife,Other,0.0,NSW,308.0
2010,Wildlife,Released,0.0,NT,0.0
2010,Wildlife,Currently In Care,0.0,NT,0.0
2010,Wildlife,Transferred,0.0,NT,0.0
2010,Wildlife,Euthanized,0.0,NT,0.0
2010,Wildlife,Other,0.0,NT,0.0
2010,Wildlife,Released,0.0,QLD,827.0
2010,Wildlife,Currently In Care,0.0,QLD,66.0
2010,Wildlife,Transferred,0.0,QLD,1675.0
2010,Wildlife,Euthanized,0.0,QLD,3986.0
2010,Wildlife,Other,0.0,QLD,848.0
2010,Wildlife,Released,0.0,SA,25.0
2010,Wildlife,Currently In Care,0.0,SA,0.0
2010,Wildlife,Transferred,0.0,SA,98.0
2010,Wildlife,Euthanized,0.0,SA,186.0
2010,Wildlife,Other,0.0,SA,10.0
2010,Wildlife,Released,0.0,TAS,13.0
2010,Wildlife,Currently In Care,0.0,TAS,12.0
2010,Wildlife,Transferred,0.0,TAS,60.0
2010,Wildlife,Euthanized,0.0,TAS,103.0
2010,Wildlife,Other,0.0,TAS,22.0
2010,Wildlife,Released,0.0,VIC,41.0
2010,Wildlife,Currently In Care,0.0,VIC,18.0
2010,Wildlife,Transferred,0.0,VIC,593.0
2010,Wildlife,Euthanized,0.0,VIC,730.0
2010,Wildlife,Other,0.0,VIC,212.0
2010,Wildlife,Released,0.0,WA,1.0
2010,Wildlife,Currently In Care,0.0,WA,0.0
2010,Wildlife,Transferred,0.0,WA,0.0
2010,Wildlife,Euthanized,0.0,WA,3.0
2010,Wildlife,Other,0.0,WA,2.0
2010,Other Animals,Reclaimed,225.0,ACT,35.0
2010,Other Animals,Rehomed,2500.0,ACT,329.0
2010,Other Animals,Currently In Care,297.0,ACT,37.0
2010,Other Animals,Transferred,559.0,ACT,0.0
2010,Other Animals,Euthanized,3346.0,ACT,129.0
2010,Other Animals,Other,387.0,ACT,46.0
2010,Other Animals,Reclaimed,0.0,NSW,34.0
2010,Other Animals,Rehomed,0.0,NSW,456.0
2010,Other Animals,Currently In Care,0.0,NSW,15.0
2010,Other Animals,Transferred,0.0,NSW,106.0
2010,Other Animals,Euthanized,0.0,NSW,1472.0
2010,Other Animals,Other,0.0,NSW,85.0
2010,Other Animals,Reclaimed,0.0,NT,1.0
2010,Other Animals,Rehomed,0.0,NT,3.0
2010,Other Animals,Currently In Care,0.0,NT,0.0
2010,Other Animals,Transferred,0.0,NT,0.0
2010,Other Animals,Euthanized,0.0,NT,13.0
2010,Other Animals,Other,0.0,NT,0.0
2010,Other Animals,Reclaimed,0.0,QLD,68.0
2010,Other Animals,Rehomed,0.0,QLD,647.0
2010,Other Animals,Currently In Care,0.0,QLD,91.0
2010,Other Animals,Transferred,0.0,QLD,428.0
2010,Other Animals,Euthanized,0.0,QLD,426.0
2010,Other Animals,Other,0.0,QLD,87.0
2010,Other Animals,Reclaimed,0.0,SA,16.0
2010,Other Animals,Rehomed,0.0,SA,248.0
2010,Other Animals,Currently In Care,0.0,SA,8.0
2010,Other Animals,Transferred,0.0,SA,11.0
2010,Other Animals,Euthanized,0.0,SA,382.0
2010,Other Animals,Other,0.0,SA,14.0
2010,Other Animals,Reclaimed,0.0,TAS,13.0
2010,Other Animals,Rehomed,0.0,TAS,180.0
2010,Other Animals,Currently In Care,0.0,TAS,55.0
2010,Other Animals,Transferred,0.0,TAS,14.0
2010,Other Animals,Euthanized,0.0,TAS,42.0
2010,Other Animals,Other,0.0,TAS,68.0
2010,Other Animals,Reclaimed,0.0,VIC,58.0
2010,Other Animals,Rehomed,0.0,VIC,614.0
2010,Other Animals,Currently In Care,0.0,VIC,88.0
2010,Other Animals,Transferred,0.0,VIC,0.0
2010,Other Animals,Euthanized,0.0,VIC,873.0
2010,Other Animals,Other,0.0,VIC,84.0
2010,Other Animals,Reclaimed,0.0,WA,0.0
2010,Other Animals,Rehomed,0.0,WA,0.0
2010,Other Animals,Currently In Care,0.0,WA,0.0
2010,Other Animals,Transferred,0.0,WA,0.0
2010,Other Animals,Euthanized,0.0,WA,0.0
2010,Other Animals,Other,0.0,WA,0.0
2011,Dogs,Reclaimed,18616.0,ACT,967.0
2011,Dogs,Rehomed,17975.0,ACT,358.0
2011,Dogs,Currently In Care,2287.0,ACT,100.0
2011,Dogs,Transferred,2042.0,ACT,245.0
2011,Dogs,Euthanized,14211.0,ACT,117.0
2011,Dogs,Other,432.0,ACT,20.0
2011,Dogs,Reclaimed,0.0,NSW,896.0
2011,Dogs,Rehomed,0.0,NSW,4921.0
2011,Dogs,Currently In Care,0.0,NSW,633.0
2011,Dogs,Transferred,0.0,NSW,609.0
2011,Dogs,Euthanized,0.0,NSW,4862.0
2011,Dogs,Other,0.0,NSW,68.0
2011,Dogs,Reclaimed,0.0,NT,141.0
2011,Dogs,Rehomed,0.0,NT,376.0
2011,Dogs,Currently In Care,0.0,NT,50.0
2011,Dogs,Transferred,0.0,NT,0.0
2011,Dogs,Euthanized,0.0,NT,150.0
2011,Dogs,Other,0.0,NT,4.0
2011,Dogs,Reclaimed,0.0,QLD,5132.0
2011,Dogs,Rehomed,0.0,QLD,5988.0
2011,Dogs,Currently In Care,0.0,QLD,746.0
2011,Dogs,Transferred,0.0,QLD,802.0
2011,Dogs,Euthanized,0.0,QLD,5242.0
2011,Dogs,Other,0.0,QLD,118.0
2011,Dogs,Reclaimed,0.0,SA,2044.0
2011,Dogs,Rehomed,0.0,SA,946.0
2011,Dogs,Currently In Care,0.0,SA,30.0
2011,Dogs,Transferred,0.0,SA,323.0
2011,Dogs,Euthanized,0.0,SA,899.0
2011,Dogs,Other,0.0,SA,42.0
2011,Dogs,Reclaimed,0.0,TAS,666.0
2011,Dogs,Rehomed,0.0,TAS,681.0
2011,Dogs,Currently In Care,0.0,TAS,102.0
2011,Dogs,Transferred,0.0,TAS,56.0
2011,Dogs,Euthanized,0.0,TAS,327.0
2011,Dogs,Other,0.0,TAS,8.0
2011,Dogs,Reclaimed,0.0,VIC,8204.0
2011,Dogs,Rehomed,0.0,VIC,4249.0
2011,Dogs,Currently In Care,0.0,VIC,525.0
2011,Dogs,Transferred,0.0,VIC,7.0
2011,Dogs,Euthanized,0.0,VIC,2306.0
2011,Dogs,Other,0.0,VIC,169.0
2011,Dogs,Reclaimed,0.0,WA,566.0
2011,Dogs,Rehomed,0.0,WA,456.0
2011,Dogs,Currently In Care,0.0,WA,101.0
2011,Dogs,Transferred,0.0,WA,0.0
2011,Dogs,Euthanized,0.0,WA,308.0
2011,Dogs,Other,0.0,WA,3.0
2011,Cats,Reclaimed,2166.0,ACT,226.0
2011,Cats,Rehomed,20489.0,ACT,1243.0
2011,Cats,Currently In Care,2996.0,ACT,71.0
2011,Cats,Transferred,1419.0,ACT,0.0
2011,Cats,Euthanized,24651.0,ACT,822.0
2011,Cats,Other,616.0,ACT,38.0
2011,Cats,Reclaimed,0.0,NSW,243.0
2011,Cats,Rehomed,0.0,NSW,4589.0
2011,Cats,Currently In Care,0.0,NSW,1241.0
2011,Cats,Transferred,0.0,NSW,731.0
2011,Cats,Euthanized,0.0,NSW,9531.0
2011,Cats,Other,0.0,NSW,74.0
2011,Cats,Reclaimed,0.0,NT,16.0
2011,Cats,Rehomed,0.0,NT,289.0
2011,Cats,Currently In Care,0.0,NT,115.0
2011,Cats,Transferred,0.0,NT,0.0
2011,Cats,Euthanized,0.0,NT,188.0
2011,Cats,Other,0.0,NT,19.0
2011,Cats,Reclaimed,0.0,QLD,580.0
2011,Cats,Rehomed,0.0,QLD,6191.0
2011,Cats,Currently In Care,0.0,QLD,767.0
2011,Cats,Transferred,0.0,QLD,174.0
2011,Cats,Euthanized,0.0,QLD,5684.0
2011,Cats,Other,0.0,QLD,204.0
2011,Cats,Reclaimed,0.0,SA,125.0
2011,Cats,Rehomed,0.0,SA,1441.0
2011,Cats,Currently In Care,0.0,SA,62.0
2011,Cats,Transferred,0.0,SA,105.0
2011,Cats,Euthanized,0.0,SA,2125.0
2011,Cats,Other,0.0,SA,84.0
2011,Cats,Reclaimed,0.0,TAS,69.0
2011,Cats,Rehomed,0.0,TAS,1390.0
2011,Cats,Currently In Care,0.0,TAS,190.0
2011,Cats,Transferred,0.0,TAS,44.0
2011,Cats,Euthanized,0.0,TAS,1113.0
2011,Cats,Other,0.0,TAS,33.0
2011,Cats,Reclaimed,0.0,VIC,898.0
2011,Cats,Rehomed,0.0,VIC,4900.0
2011,Cats,Currently In Care,0.0,VIC,515.0
2011,Cats,Transferred,0.0,VIC,365.0
2011,Cats,Euthanized,0.0,VIC,4952.0
2011,Cats,Other,0.0,VIC,152.0
2011,Cats,Reclaimed,0.0,WA,9.0
2011,Cats,Rehomed,0.0,WA,446.0
2011,Cats,Currently In Care,0.0,WA,35.0
2011,Cats,Transferred,0.0,WA,0.0
2011,Cats,Euthanized,0.0,WA,236.0
2011,Cats,Other,0.0,WA,12.0
2011,Horses,Reclaimed,29.0,ACT,0.0
2011,Horses,Rehomed,75.0,ACT,1.0
2011,Horses,Currently In Care,85.0,ACT,0.0
2011,Horses,Transferred,8.0,ACT,0.0
2011,Horses,Euthanized,33.0,ACT,1.0
2011,Horses,Other,2.0,ACT,0.0
2011,Horses,Reclaimed,0.0,NSW,7.0
2011,Horses,Rehomed,0.0,NSW,31.0
2011,Horses,Currently In Care,0.0,NSW,51.0
2011,Horses,Transferred,0.0,NSW,0.0
2011,Horses,Euthanized,0.0,NSW,10.0
2011,Horses,Other,0.0,NSW,0.0
2011,Horses,Reclaimed,0.0,NT,0.0
2011,Horses,Rehomed,0.0,NT,0.0
2011,Horses,Currently In Care,0.0,NT,0.0
2011,Horses,Transferred,0.0,NT,0.0
2011,Horses,Euthanized,0.0,NT,0.0
2011,Horses,Other,0.0,NT,0.0
2011,Horses,Reclaimed,0.0,QLD,22.0
2011,Horses,Rehomed,0.0,QLD,19.0
2011,Horses,Currently In Care,0.0,QLD,12.0
2011,Horses,Transferred,0.0,QLD,8.0
2011,Horses,Euthanized,0.0,QLD,2.0
2011,Horses,Other,0.0,QLD,0.0
2011,Horses,Reclaimed,0.0,SA,0.0
2011,Horses,Rehomed,0.0,SA,4.0
2011,Horses,Currently In Care,0.0,SA,0.0
2011,Horses,Transferred,0.0,SA,0.0
2011,Horses,Euthanized,0.0,SA,3.0
2011,Horses,Other,0.0,SA,2.0
2011,Horses,Reclaimed,0.0,TAS,0.0
2011,Horses,Rehomed,0.0,TAS,8.0
2011,Horses,Currently In Care,0.0,TAS,5.0
2011,Horses,Transferred,0.0,TAS,0.0
2011,Horses,Euthanized,0.0,TAS,2.0
2011,Horses,Other,0.0,TAS,0.0
2011,Horses,Reclaimed,0.0,VIC,0.0
2011,Horses,Rehomed,0.0,VIC,10.0
